Latitude (decimal degrees):	40.202
Longitude (decimal degrees):	-76.735
Elevation (m):	111
Radiation database:	PVGIS-NSRDB


Slope: 45 deg. 
Azimuth: 0 deg. 
time,G(i),H_sun,T2m,WS10m,Int
20150121:0000,0.0,0.0,-0.78,1.79,0.0
20150121:0100,0.0,0.0,-1.38,1.59,0.0
20150121:0200,0.0,0.0,-2.04,1.72,0.0
20150121:0300,0.0,0.0,-2.41,1.72,0.0
20150121:0400,0.0,0.0,-2.73,1.66,0.0
20150121:0500,0.0,0.0,-3.06,1.59,0.0
20150121:0600,0.0,0.0,-3.58,1.59,0.0
20150121:0700,0.0,0.0,-3.82,1.45,0.0
20150121:0800,0.0,0.0,-4.17,1.38,0.0
20150121:0900,0.0,0.0,-3.99,1.17,0.0
20150121:1000,0.0,0.0,-3.12,0.76,0.0
20150121:1100,0.0,0.0,-3.65,0.97,0.0
20150121:1200,0.0,0.0,-3.91,1.1,0.0
20150121:1300,21.17,5.13,-3.13,0.9,0.0
20150121:1400,61.74,14.28,-1.86,0.76,0.0
20150121:1500,70.56,21.84,-0.34,1.31,1.0
20150121:1600,71.44,27.2,0.82,1.38,0.0
20150121:1700,125.25,29.74,1.09,1.38,0.0
20150121:1800,104.08,29.09,1.06,1.45,0.0
20150121:1900,141.34,25.36,-0.87,1.38,0.0
20150121:2000,56.45,19.03,-1.08,1.24,0.0
20150121:2100,17.64,10.77,-1.31,1.1,0.0
20150121:2200,0.81,1.13,-1.73,0.9,0.0
20150121:2300,0.0,0.0,-2.23,1.03,0.0
20150122:0000,0.0,0.0,-2.49,1.1,0.0
20150122:0100,0.0,0.0,-2.92,1.24,0.0
20150122:0200,0.0,0.0,-2.62,1.17,0.0
20150122:0300,0.0,0.0,-2.41,1.03,0.0
20150122:0400,0.0,0.0,-2.41,0.97,0.0
20150122:0500,0.0,0.0,-2.81,0.97,0.0
20150122:0600,0.0,0.0,-3.39,0.97,0.0
20150122:0700,0.0,0.0,-3.12,0.9,0.0
20150122:0800,0.0,0.0,-2.56,0.62,0.0
20150122:0900,0.0,0.0,-2.42,0.69,0.0
20150122:1000,0.0,0.0,-2.18,0.76,0.0
20150122:1100,0.0,0.0,-2.08,0.83,0.0
20150122:1200,0.0,0.0,-1.84,1.03,0.0
20150122:1300,5.29,5.25,-1.01,1.24,0.0
20150122:1400,17.64,14.42,0.43,1.45,0.0
20150122:1500,29.99,22.01,2.54,2.48,0.0
20150122:1600,215.72,27.4,3.56,3.52,0.0
20150122:1700,237.31,29.96,3.97,3.59,0.0
20150122:1800,146.93,29.33,4.27,3.66,0.0
20150122:1900,126.13,25.59,4.63,3.45,0.0
20150122:2000,122.92,19.26,4.28,2.69,0.0
20150122:2100,435.79,10.98,3.87,2.34,0.0
20150122:2200,13.69,1.34,2.5,2.14,0.0
20150122:2300,0.0,0.0,1.07,2.28,0.0
20150123:0000,0.0,0.0,-0.07,2.41,0.0
20150123:0100,0.0,0.0,-1.0,2.41,0.0
20150123:0200,0.0,0.0,-1.56,2.34,0.0
20150123:0300,0.0,0.0,-1.79,2.28,0.0
20150123:0400,0.0,0.0,-1.87,2.14,0.0
20150123:0500,0.0,0.0,-1.94,2.0,0.0
20150123:0600,0.0,0.0,-2.08,1.86,0.0
20150123:0700,0.0,0.0,-2.28,1.66,0.0
20150123:0800,0.0,0.0,-2.83,1.66,0.0
20150123:0900,0.0,0.0,-3.49,1.52,0.0
20150123:1000,0.0,0.0,-3.68,1.31,0.0
20150123:1100,0.0,0.0,-3.35,1.1,0.0
20150123:1200,0.0,0.0,-3.05,0.97,0.0
20150123:1300,235.7,5.37,-1.88,0.55,0.0
20150123:1400,246.35,14.56,-1.11,0.76,0.0
20150123:1500,800.4,22.18,0.28,0.9,0.0
20150123:1600,402.15,27.6,1.65,1.17,0.0
20150123:1700,385.13,30.19,2.93,1.24,0.0
20150123:1800,558.24,29.57,3.9,1.31,0.0
20150123:1900,594.16,25.83,4.51,1.79,0.0
20150123:2000,123.66,19.49,4.53,2.07,0.0
20150123:2100,150.01,11.2,3.86,1.79,0.0
20150123:2200,9.7,1.54,2.22,1.93,0.0
20150123:2300,0.0,0.0,1.03,2.0,0.0
20150124:0000,0.0,0.0,0.28,2.0,0.0
20150124:0100,0.0,0.0,0.0,2.0,0.0
20150124:0200,0.0,0.0,-0.09,1.86,0.0
20150124:0300,0.0,0.0,-0.26,1.66,0.0
20150124:0400,0.0,0.0,-0.37,1.38,0.0
20150124:0500,0.0,0.0,-0.43,1.17,0.0
20150124:0600,0.0,0.0,-0.51,1.03,0.0
20150124:0700,0.0,0.0,-0.53,1.1,0.0
20150124:0800,0.0,0.0,-0.54,1.03,0.0
20150124:0900,0.0,0.0,-0.57,1.24,0.0
20150124:1000,0.0,0.0,-0.62,1.38,0.0
20150124:1100,0.0,0.0,-0.62,1.17,0.0
20150124:1200,0.0,0.0,-0.63,1.24,0.0
20150124:1300,5.29,5.5,-0.73,1.24,0.0
20150124:1400,518.98,14.72,-0.28,1.59,0.0
20150124:1500,44.1,22.36,0.19,1.72,0.0
20150124:1600,24.7,27.81,0.72,2.34,0.0
20150124:1700,57.33,30.42,1.56,2.97,0.0
20150124:1800,143.37,29.81,2.3,2.97,0.0
20150124:1900,235.67,26.08,3.03,3.24,0.0
20150124:2000,704.81,19.73,3.54,3.59,0.0
20150124:2100,456.69,11.42,3.34,3.66,0.0
20150124:2200,13.23,1.75,1.99,3.93,0.0
20150124:2300,0.0,0.0,0.37,4.0,0.0
20150125:0000,0.0,0.0,-0.6,3.86,0.0
20150125:0100,0.0,0.0,-0.65,3.59,0.0
20150125:0200,0.0,0.0,-0.46,3.38,0.0
20150125:0300,0.0,0.0,-0.15,3.24,0.0
20150125:0400,0.0,0.0,0.03,3.17,0.0
20150125:0500,0.0,0.0,0.17,3.24,0.0
20150125:0600,0.0,0.0,-0.09,3.24,0.0
20150125:0700,0.0,0.0,-1.41,2.9,0.0
20150125:0800,0.0,0.0,-1.7,2.9,0.0
20150125:0900,0.0,0.0,-1.41,2.9,0.0
20150125:1000,0.0,0.0,-1.3,2.76,0.0
20150125:1100,0.0,0.0,-1.25,2.55,0.0
20150125:1200,0.0,0.0,-1.28,2.41,0.0
20150125:1300,5.29,5.63,-0.97,2.21,0.0
20150125:1400,14.11,14.88,0.05,1.93,0.0
20150125:1500,48.51,22.55,2.23,2.62,0.0
20150125:1600,17.64,28.03,3.46,3.72,0.0
20150125:1700,92.61,30.66,3.93,3.31,0.0
20150125:1800,271.42,30.06,4.19,3.24,0.0
20150125:1900,192.05,26.32,4.16,2.55,0.0
20150125:2000,88.2,19.97,3.51,1.86,0.0
20150125:2100,60.86,11.65,2.64,1.03,0.0
20150125:2200,7.94,1.97,2.1,1.17,0.0
20150125:2300,0.0,0.0,1.81,1.66,0.0
20150126:0000,0.0,0.0,0.98,1.72,0.0
20150126:0100,0.0,0.0,0.62,1.66,0.0
20150126:0200,0.0,0.0,0.31,1.86,0.0
20150126:0300,0.0,0.0,-0.06,2.21,0.0
20150126:0400,0.0,0.0,-0.62,2.55,0.0
20150126:0500,0.0,0.0,-1.3,2.69,0.0
20150126:0600,0.0,0.0,-2.0,2.83,0.0
20150126:0700,0.0,0.0,-2.22,2.62,0.0
20150126:0800,0.0,0.0,-2.8,2.62,0.0
20150126:0900,0.0,0.0,-3.4,2.76,0.0
20150126:1000,0.0,0.0,-3.84,2.76,0.0
20150126:1100,0.0,0.0,-4.18,2.69,0.0
20150126:1200,0.0,0.0,-4.36,2.9,0.0
20150126:1300,7.94,5.77,-4.35,2.62,0.0
20150126:1400,69.68,15.04,-4.07,2.97,0.0
20150126:1500,95.26,22.75,-3.14,3.31,0.0
20150126:1600,67.92,28.25,-2.12,3.38,0.0
20150126:1700,50.28,30.9,-1.01,3.59,0.0
20150126:1800,77.62,30.32,-0.99,3.1,0.0
20150126:1900,82.03,26.58,-3.1,2.62,0.0
20150126:2000,33.52,20.21,-3.05,3.1,0.0
20150126:2100,10.58,11.88,-3.12,2.76,0.0
20150126:2200,0.88,2.18,-3.54,2.34,0.0
20150126:2300,0.0,0.0,-3.73,2.48,0.0
20150127:0000,0.0,0.0,-3.81,2.34,0.0
20150127:0100,0.0,0.0,-3.86,2.28,0.0
20150127:0200,0.0,0.0,-3.99,2.14,0.0
20150127:0300,0.0,0.0,-4.22,2.0,0.0
20150127:0400,0.0,0.0,-4.29,2.07,0.0
20150127:0500,0.0,0.0,-4.62,2.07,0.0
20150127:0600,0.0,0.0,-5.07,2.14,0.0
20150127:0700,0.0,0.0,-4.55,2.41,0.0
20150127:0800,0.0,0.0,-4.48,2.48,0.0
20150127:0900,0.0,0.0,-4.59,2.55,0.0
20150127:1000,0.0,0.0,-4.8,2.69,0.0
20150127:1100,0.0,0.0,-5.09,2.69,0.0
20150127:1200,0.0,0.0,-5.42,2.62,0.0
20150127:1300,4.41,5.92,-5.9,2.76,0.0
20150127:1400,40.57,15.21,-5.81,3.03,0.0
20150127:1500,203.03,22.94,-5.28,3.24,0.0
20150127:1600,946.19,28.48,-4.26,3.17,0.0
20150127:1700,1021.1,31.15,-3.12,3.24,0.0
20150127:1800,1007.16,30.58,-2.19,3.38,0.0
20150127:1900,902.75,26.84,-1.36,3.66,0.0
20150127:2000,718.05,20.45,-1.05,3.93,0.0
20150127:2100,461.47,12.11,-1.32,3.86,0.0
20150127:2200,107.15,2.4,-2.4,3.59,0.0
20150127:2300,0.0,0.0,-3.74,3.59,0.0
20150128:0000,0.0,0.0,-4.85,3.72,0.0
20150128:0100,0.0,0.0,-6.1,3.79,0.0
20150128:0200,0.0,0.0,-7.48,3.86,0.0
20150128:0300,0.0,0.0,-8.82,3.72,0.0
20150128:0400,0.0,0.0,-9.88,3.52,0.0
20150128:0500,0.0,0.0,-10.6,3.52,0.0
20150128:0600,0.0,0.0,-11.12,3.45,0.0
20150128:0700,0.0,0.0,-10.35,3.59,0.0
20150128:0800,0.0,0.0,-10.71,3.31,0.0
20150128:0900,0.0,0.0,-11.2,3.03,0.0
20150128:1000,0.0,0.0,-11.69,2.83,0.0
20150128:1100,0.0,0.0,-12.14,2.83,0.0
20150128:1200,0.0,0.0,-12.46,2.9,0.0
20150128:1300,274.08,6.07,-12.34,2.83,0.0
20150128:1400,593.12,15.39,-10.88,2.9,0.0
20150128:1500,836.95,23.15,-9.01,3.52,0.0
20150128:1600,998.64,28.71,-7.09,3.66,0.0
20150128:1700,1075.46,31.41,-5.23,3.59,0.0
20150128:1800,1059.69,30.84,-3.65,3.59,0.0
20150128:1900,953.83,27.1,-1.82,3.72,0.0
20150128:2000,763.27,20.7,-1.21,3.66,0.0
20150128:2100,496.49,12.34,-1.35,3.24,0.0
20150128:2200,127.67,2.62,-2.71,2.76,0.0
20150128:2300,0.0,0.0,-4.82,2.55,0.0
20150129:0000,0.0,0.0,-6.14,2.48,0.0
20150129:0100,0.0,0.0,-7.13,2.34,0.0
20150129:0200,0.0,0.0,-7.91,2.28,0.0
20150129:0300,0.0,0.0,-8.84,2.14,0.0
20150129:0400,0.0,0.0,-9.53,1.86,0.0
20150129:0500,0.0,0.0,-10.15,1.52,0.0
20150129:0600,0.0,0.0,-11.16,1.31,0.0
20150129:0700,0.0,0.0,-11.26,1.38,0.0
20150129:0800,0.0,0.0,-12.05,1.31,0.0
20150129:0900,0.0,0.0,-12.77,1.24,0.0
20150129:1000,0.0,0.0,-13.33,0.97,0.0
20150129:1100,0.0,0.0,-13.55,0.69,0.0
20150129:1200,0.0,0.0,-13.37,0.07,0.0
20150129:1300,14.99,6.23,-11.88,0.83,0.0
20150129:1400,63.51,15.57,-9.13,1.03,0.0
20150129:1500,131.58,23.36,-6.56,1.31,0.0
20150129:1600,207.62,28.95,-3.57,1.93,0.0
20150129:1700,205.58,31.67,-1.3,2.76,0.0
20150129:1800,75.85,31.11,-0.17,3.45,0.0
20150129:1900,103.2,27.36,-0.08,3.38,0.0
20150129:2000,80.26,20.96,-0.34,3.1,0.0
20150129:2100,3.53,12.58,-0.85,3.38,0.0
20150129:2200,0.0,0.0,-1.42,3.17,0.0
20150129:2300,0.0,0.0,-1.8,3.1,0.0
20150130:0000,0.0,0.0,-1.8,3.1,0.0
20150130:0100,0.0,0.0,-1.46,3.1,0.0
20150130:0200,0.0,0.0,-1.16,3.1,0.0
20150130:0300,0.0,0.0,-1.03,2.9,0.0
20150130:0400,0.0,0.0,-0.88,2.62,0.0
20150130:0500,0.0,0.0,-0.43,2.41,0.0
20150130:0600,0.0,0.0,-0.05,2.21,0.0
20150130:0700,0.0,0.0,-0.69,1.72,0.0
20150130:0800,0.0,0.0,-0.45,2.41,0.0
20150130:0900,0.0,0.0,-0.14,3.17,0.0
20150130:1000,0.0,0.0,-0.12,3.45,0.0
20150130:1100,0.0,0.0,-0.53,3.45,0.0
20150130:1200,0.0,0.0,-1.16,3.38,0.0
20150130:1300,90.24,6.39,-1.24,3.38,0.0
20150130:1400,63.51,15.76,-0.77,3.17,0.0
20150130:1500,145.82,23.58,-0.39,4.83,0.0
20150130:1600,187.44,29.2,-0.24,4.76,0.0
20150130:1700,87.32,31.94,-0.2,4.9,0.0
20150130:1800,154.25,31.39,-0.34,5.31,0.0
20150130:1900,203.22,27.63,0.13,5.59,0.0
20150130:2000,747.37,21.21,-0.63,5.79,0.0
20150130:2100,490.28,12.81,-1.88,5.24,0.0
20150130:2200,136.81,3.06,-3.69,5.38,0.0
20150130:2300,0.0,0.0,-5.68,5.31,0.0
20150131:0000,0.0,0.0,-7.37,4.97,0.0
20150131:0100,0.0,0.0,-8.8,4.48,0.0
20150131:0200,0.0,0.0,-9.78,4.28,0.0
20150131:0300,0.0,0.0,-10.58,4.14,0.0
20150131:0400,0.0,0.0,-11.24,4.07,0.0
20150131:0500,0.0,0.0,-11.8,4.0,0.0
20150131:0600,0.0,0.0,-12.31,3.93,0.0
20150131:0700,0.0,0.0,-12.48,3.72,0.0
20150131:0800,0.0,0.0,-12.93,3.59,0.0
20150131:0900,0.0,0.0,-13.28,3.45,0.0
20150131:1000,0.0,0.0,-13.53,3.24,0.0
20150131:1100,0.0,0.0,-13.77,3.03,0.0
20150131:1200,0.0,0.0,-13.96,2.97,0.0
20150131:1300,273.58,6.56,-13.77,3.1,0.0
20150131:1400,586.77,15.95,-12.5,3.1,0.0
20150131:1500,822.15,23.8,-10.93,3.66,0.0
20150131:1600,981.5,29.45,-9.2,3.86,0.0
20150131:1700,1054.49,32.21,-7.64,3.72,0.0
20150131:1800,1038.02,31.67,-6.35,3.59,0.0
20150131:1900,933.59,27.91,-5.18,3.45,0.0
20150131:2000,748.88,21.47,-4.64,3.45,0.0
20150131:2100,487.79,13.05,-4.53,3.17,0.0
20150131:2200,137.27,3.28,-5.3,2.41,0.0
20150131:2300,0.0,0.0,-6.99,2.41,0.0
20150201:0000,0.0,0.0,-7.9,2.34,0.0
20150201:0100,0.0,0.0,-8.53,2.21,0.0
20150201:0200,0.0,0.0,-9.08,2.14,0.0
20150201:0300,0.0,0.0,-9.54,2.0,0.0
20150201:0400,0.0,0.0,-10.11,1.93,0.0
20150201:0500,0.0,0.0,-10.37,1.66,0.0
20150201:0600,0.0,0.0,-10.71,1.59,0.0
20150201:0700,0.0,0.0,-10.5,1.72,0.0
20150201:0800,0.0,0.0,-10.59,1.59,0.0
20150201:0900,0.0,0.0,-10.41,1.52,0.0
20150201:1000,0.0,0.0,-10.07,1.38,0.0
20150201:1100,0.0,0.0,-9.34,1.1,0.0
20150201:1200,0.0,0.0,-9.18,1.03,0.0
20150201:1300,6.17,6.74,-8.72,0.9,0.0
20150201:1400,86.44,16.15,-6.46,0.55,0.0
20150201:1500,139.05,24.03,-3.7,0.62,0.0
20150201:1600,257.82,29.71,-2.37,0.83,0.0
20150201:1700,342.78,32.49,-0.83,0.97,0.0
20150201:1800,141.13,31.95,0.42,1.1,0.0
20150201:1900,423.82,28.18,1.76,1.52,0.0
20150201:2000,140.62,21.73,1.83,1.45,0.0
20150201:2100,53.8,13.3,1.78,1.66,0.0
20150201:2200,10.58,3.5,0.84,1.72,0.0
20150201:2300,0.0,0.0,0.33,2.14,0.0
20150202:0000,0.0,0.0,-0.11,2.41,0.0
20150202:0100,0.0,0.0,-0.53,2.48,0.0
20150202:0200,0.0,0.0,-0.78,2.62,0.0
20150202:0300,0.0,0.0,-1.04,2.83,0.0
20150202:0400,0.0,0.0,-1.31,3.03,0.0
20150202:0500,0.0,0.0,-1.23,3.17,0.0
20150202:0600,0.0,0.0,-0.87,3.17,0.0
20150202:0700,0.0,0.0,-0.43,3.17,0.0
20150202:0800,0.0,0.0,0.32,2.9,0.0
20150202:0900,0.0,0.0,1.03,2.34,0.0
20150202:1000,0.0,0.0,1.55,1.86,0.0
20150202:1100,0.0,0.0,1.58,1.31,0.0
20150202:1200,0.0,0.0,2.23,0.69,0.0
20150202:1300,6.17,6.92,2.65,0.69,0.0
20150202:1400,32.64,16.36,2.2,1.72,0.0
20150202:1500,59.98,24.26,3.11,2.14,0.0
20150202:1600,46.75,29.97,4.32,2.76,0.0
20150202:1700,122.6,32.77,4.78,3.24,0.0
20150202:1800,158.58,32.24,4.2,4.76,0.0
20150202:1900,160.1,28.46,2.29,5.93,0.0
20150202:2000,97.91,21.99,-0.66,6.28,0.0
20150202:2100,18.52,13.54,-2.27,5.93,0.0
20150202:2200,150.58,3.73,-3.6,5.79,0.0
20150202:2300,0.0,0.0,-5.51,5.24,0.0
20150203:0000,0.0,0.0,-7.01,5.1,0.0
20150203:0100,0.0,0.0,-8.26,4.83,0.0
20150203:0200,0.0,0.0,-9.22,4.41,0.0
20150203:0300,0.0,0.0,-9.96,4.14,0.0
20150203:0400,0.0,0.0,-10.52,3.72,0.0
20150203:0500,0.0,0.0,-11.08,3.17,0.0
20150203:0600,0.0,0.0,-11.67,2.83,0.0
20150203:0700,0.0,0.0,-10.9,2.9,0.0
20150203:0800,0.0,0.0,-11.51,2.9,0.0
20150203:0900,0.0,0.0,-12.06,2.69,0.0
20150203:1000,0.0,0.0,-12.75,2.41,0.0
20150203:1100,0.0,0.0,-13.33,2.21,0.0
20150203:1200,0.0,0.0,-13.82,2.14,0.0
20150203:1300,88.89,7.1,-13.91,1.86,0.0
20150203:1400,63.51,16.57,-12.42,1.93,0.0
20150203:1500,833.88,24.5,-10.4,2.41,0.0
20150203:1600,997.12,30.24,-8.53,2.21,0.0
20150203:1700,1069.13,33.06,-6.75,2.07,0.0
20150203:1800,1050.7,32.54,-5.27,2.21,0.0
20150203:1900,945.1,28.75,-4.0,2.34,0.0
20150203:2000,753.81,22.26,-3.18,2.41,0.0
20150203:2100,494.71,13.78,-2.91,2.34,0.0
20150203:2200,150.55,3.96,-3.92,1.59,0.0
20150203:2300,0.0,0.0,-5.36,1.45,0.0
20150204:0000,0.0,0.0,-6.21,1.03,0.0
20150204:0100,0.0,0.0,-6.63,0.62,0.0
20150204:0200,0.0,0.0,-7.48,0.62,0.0
20150204:0300,0.0,0.0,-8.74,1.38,0.0
20150204:0400,0.0,0.0,-9.56,1.93,0.0
20150204:0500,0.0,0.0,-9.2,1.93,0.0
20150204:0600,0.0,0.0,-9.13,1.93,0.0
20150204:0700,0.0,0.0,-8.63,1.86,0.0
20150204:0800,0.0,0.0,-8.64,1.93,0.0
20150204:0900,0.0,0.0,-8.21,1.79,0.0
20150204:1000,0.0,0.0,-7.42,1.52,0.0
20150204:1100,0.0,0.0,-7.15,1.79,0.0
20150204:1200,0.0,0.0,-6.76,1.86,0.0
20150204:1300,262.32,7.29,-6.68,1.86,0.0
20150204:1400,559.99,16.78,-4.45,1.45,0.0
20150204:1500,335.71,24.75,-2.41,2.0,0.0
20150204:1600,441.93,30.51,1.11,2.14,0.0
20150204:1700,1022.17,33.36,3.33,2.14,0.0
20150204:1800,328.24,32.83,4.61,2.34,0.0
20150204:1900,412.96,29.03,5.0,2.41,0.0
20150204:2000,275.27,22.53,5.25,2.41,0.0
20150204:2100,195.23,14.03,4.67,2.14,0.0
20150204:2200,44.9,4.19,3.41,2.48,0.0
20150204:2300,0.0,0.0,1.95,2.62,0.0
20150205:0000,0.0,0.0,1.1,2.55,0.0
20150205:0100,0.0,0.0,0.9,2.48,0.0
20150205:0200,0.0,0.0,1.07,2.48,0.0
20150205:0300,0.0,0.0,1.16,2.21,0.0
20150205:0400,0.0,0.0,0.84,1.79,0.0
20150205:0500,0.0,0.0,0.47,1.52,0.0
20150205:0600,0.0,0.0,-0.19,1.66,0.0
20150205:0700,0.0,0.0,-0.93,1.86,0.0
20150205:0800,0.0,0.0,-0.28,2.34,0.0
20150205:0900,0.0,0.0,0.25,3.31,0.0
20150205:1000,0.0,0.0,-0.36,4.0,0.0
20150205:1100,0.0,0.0,-1.44,4.28,0.0
20150205:1200,0.0,0.0,-2.68,4.28,0.0
20150205:1300,26.46,7.49,-3.84,4.41,0.0
20150205:1400,217.78,17.01,-4.96,4.97,0.0
20150205:1500,344.12,25.0,-5.62,5.17,0.0
20150205:1600,631.15,30.79,-5.89,5.31,0.0
20150205:1700,1099.27,33.65,-5.91,5.24,0.0
20150205:1800,1086.67,33.14,-5.88,5.17,0.0
20150205:1900,982.64,29.33,-5.41,4.97,0.0
20150205:2000,793.39,22.8,-5.64,4.83,0.0
20150205:2100,531.35,14.28,-6.13,4.62,0.0
20150205:2200,183.76,4.41,-6.98,3.93,0.0
20150205:2300,0.0,0.0,-8.26,3.38,0.0
20150206:0000,0.0,0.0,-9.33,2.83,0.0
20150206:0100,0.0,0.0,-10.34,2.76,0.0
20150206:0200,0.0,0.0,-11.22,2.69,0.0
20150206:0300,0.0,0.0,-12.1,2.48,0.0
20150206:0400,0.0,0.0,-13.03,2.41,0.0
20150206:0500,0.0,0.0,-13.89,2.34,0.0
20150206:0600,0.0,0.0,-14.7,2.28,0.0
20150206:0700,0.0,0.0,-15.06,2.21,0.0
20150206:0800,0.0,0.0,-15.31,2.14,0.0
20150206:0900,0.0,0.0,-15.35,2.07,0.0
20150206:1000,0.0,0.0,-15.2,1.86,0.0
20150206:1100,0.0,0.0,-15.19,1.66,0.0
20150206:1200,0.0,0.0,-15.32,1.59,0.0
20150206:1300,298.18,7.69,-15.06,1.66,0.0
20150206:1400,601.05,17.23,-12.93,1.59,0.0
20150206:1500,290.97,25.26,-10.52,2.21,0.0
20150206:1600,272.41,31.07,-6.47,2.76,0.0
20150206:1700,335.41,33.96,-4.33,3.17,0.0
20150206:1800,388.75,33.44,-2.88,3.52,0.0
20150206:1900,240.42,29.62,-1.67,3.93,0.0
20150206:2000,44.98,23.07,-1.26,3.93,0.0
20150206:2100,253.48,14.53,-1.43,3.31,0.0
20150206:2200,165.99,4.65,-2.23,2.48,0.0
20150206:2300,0.0,0.0,-3.83,2.07,0.0
20150207:0000,0.0,0.0,-4.88,2.0,0.0
20150207:0100,0.0,0.0,-5.88,1.86,0.0
20150207:0200,0.0,0.0,-6.69,1.72,0.0
20150207:0300,0.0,0.0,-7.27,1.72,0.0
20150207:0400,0.0,0.0,-7.86,1.79,0.0
20150207:0500,0.0,0.0,-8.18,1.72,0.0
20150207:0600,0.0,0.0,-8.03,1.45,0.0
20150207:0700,0.0,0.0,-8.23,1.31,0.0
20150207:0800,0.0,0.0,-8.32,1.24,0.0
20150207:0900,0.0,0.0,-8.41,0.9,0.0
20150207:1000,0.0,0.0,-8.5,0.48,0.0
20150207:1100,0.0,0.0,-8.26,0.14,0.0
20150207:1200,0.0,0.0,-8.01,0.21,0.0
20150207:1300,20.29,7.9,-7.39,0.55,0.0
20150207:1400,38.81,17.46,-5.27,0.76,0.0
20150207:1500,128.78,25.52,-3.55,1.17,0.0
20150207:1600,368.66,31.36,-0.92,1.72,0.0
20150207:1700,395.39,34.26,1.84,2.21,0.0
20150207:1800,560.5,33.75,3.58,2.41,0.0
20150207:1900,328.07,29.92,5.22,2.62,0.0
20150207:2000,374.06,23.34,4.91,2.14,0.0
20150207:2100,57.33,14.78,3.92,1.66,0.0
20150207:2200,14.11,4.88,3.27,2.14,0.0
20150207:2300,0.0,0.0,2.14,2.21,0.0
20150208:0000,0.0,0.0,1.34,2.07,0.0
20150208:0100,0.0,0.0,1.03,2.0,0.0
20150208:0200,0.0,0.0,0.61,1.86,0.0
20150208:0300,0.0,0.0,0.24,1.93,0.0
20150208:0400,0.0,0.0,-0.06,1.79,0.0
20150208:0500,0.0,0.0,-0.47,1.66,0.0
20150208:0600,0.0,0.0,-0.76,1.52,0.0
20150208:0700,0.0,0.0,-1.2,1.38,0.0
20150208:0800,0.0,0.0,-1.48,1.31,0.0
20150208:0900,0.0,0.0,-1.53,1.1,0.0
20150208:1000,0.0,0.0,-1.33,0.97,0.0
20150208:1100,0.0,0.0,-1.3,0.97,0.0
20150208:1200,0.0,0.0,-1.48,1.03,0.0
20150208:1300,31.75,8.11,-0.7,0.83,0.0
20150208:1400,6.17,17.7,1.41,0.41,0.0
20150208:1500,22.05,25.78,2.81,0.41,0.0
20150208:1600,115.55,31.66,3.39,0.55,0.0
20150208:1700,200.05,34.58,4.58,0.48,0.0
20150208:1800,90.85,34.07,4.65,0.62,0.0
20150208:1900,82.03,30.22,6.78,0.62,0.0
20150208:2000,18.52,23.62,3.43,1.1,0.0
20150208:2100,44.1,15.03,3.47,1.45,0.0
20150208:2200,11.47,5.11,3.17,1.66,0.0
20150208:2300,0.0,0.0,2.55,1.72,0.0
20150209:0000,0.0,0.0,1.88,1.79,0.0
20150209:0100,0.0,0.0,1.73,1.66,0.0
20150209:0200,0.0,0.0,1.61,1.66,0.0
20150209:0300,0.0,0.0,1.51,1.66,0.0
20150209:0400,0.0,0.0,1.48,1.66,0.0
20150209:0500,0.0,0.0,1.42,1.59,0.0
20150209:0600,0.0,0.0,1.27,1.66,0.0
20150209:0700,0.0,0.0,0.77,1.66,0.0
20150209:0800,0.0,0.0,0.73,1.79,0.0
20150209:0900,0.0,0.0,0.49,1.79,0.0
20150209:1000,0.0,0.0,0.37,1.86,0.0
20150209:1100,0.0,0.0,0.21,2.0,0.0
20150209:1200,0.0,0.0,0.01,2.0,0.0
20150209:1300,2.65,8.33,-0.18,2.14,0.0
20150209:1400,30.87,17.94,-0.44,2.21,0.0
20150209:1500,28.23,26.05,-0.53,2.28,0.0
20150209:1600,54.69,31.95,-0.63,2.14,0.0
20150209:1700,70.56,34.89,-0.7,2.07,0.0
20150209:1800,45.87,34.38,-0.73,2.14,0.0
20150209:1900,52.04,30.52,-1.19,2.28,0.0
20150209:2000,36.16,23.9,-1.36,2.21,0.0
20150209:2100,7.94,15.29,-1.57,2.07,0.0
20150209:2200,1.76,5.34,-1.87,2.0,0.0
20150209:2300,0.0,0.0,-2.24,2.07,0.0
20150210:0000,0.0,0.0,-2.5,2.14,0.0
20150210:0100,0.0,0.0,-2.74,2.0,0.0
20150210:0200,0.0,0.0,-2.94,1.72,0.0
20150210:0300,0.0,0.0,-3.04,1.72,0.0
20150210:0400,0.0,0.0,-3.1,1.72,0.0
20150210:0500,0.0,0.0,-3.13,1.86,0.0
20150210:0600,0.0,0.0,-3.15,1.93,0.0
20150210:0700,0.0,0.0,-3.38,2.07,0.0
20150210:0800,0.0,0.0,-3.5,2.21,0.0
20150210:0900,0.0,0.0,-3.44,2.62,0.0
20150210:1000,0.0,0.0,-3.49,2.34,0.0
20150210:1100,0.0,0.0,-3.74,2.28,0.0
20150210:1200,0.0,0.0,-3.92,2.21,0.0
20150210:1300,7.94,8.55,-3.78,2.14,0.0
20150210:1400,61.74,18.19,-3.29,2.62,0.0
20150210:1500,288.86,26.33,-2.32,2.97,0.0
20150210:1600,151.08,32.26,-1.36,3.03,0.0
20150210:1700,303.54,35.21,-0.18,3.31,0.0
20150210:1800,278.1,34.71,0.89,3.45,0.0
